counter,rawValue
0,2047
1,2047
2,-2048
3,-2048
4,40
5,2047
6,2047
7,2047
8,-2048
9,-2048
10,-2048
11,-1363
12,-693
13,2047
14,2047
15,2047
16,-2048
17,-2048
18,-2048
19,-2048
20,2047
21,-1521
